case_id,conversation_id,intent,human_routing,system_routing,match,system_reasons,customer_message
gold_172,conv_119522,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,Why the website doesn’t work?! @115858 @AppleSupport
gold_173,conv_112881,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,"I want to trade in an iPhone for another one of the same model with larger storage capacity, will I have to buy another"
gold_174,conv_41703,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,Now this crazy iPhone 8 is putting all sorts of emoji‘s in my writing. I️ hate emoji’s! @AppleSupport fix the system!
gold_175,conv_174121,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,I have a problem with the batteries first my Appel watch and now my iPhone 5c 😔
gold_176,conv_148144,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,I can’t seem to get full screen contact pictures anymore? Is this a known issue?
gold_177,conv_41566,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,why is “I️” not working ?
gold_178,conv_92741,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,- security patch installed automatically on Mac this morning and now NO user password works. Mac is locked. Need help ASAP
gold_179,conv_219651,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,I want my podcast to continuously play my episodes without me doing it manually! @115858 #ios11sucks
gold_180,conv_263441,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).; No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,MINHA CÂMERA SÓ FICA ASSIM! https://t.co/AQ3h6somLv
gold_181,conv_97035,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,"Messages on my iMac and my wife’s MB have randomly stopped working. No changes, just can’t send or receive anymore."
gold_182,conv_188609,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).; No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,So despite having insurance @AppleSupport in exeter won't replace the screen he cracked yesterday because of a 'moisture dot'...
gold_183,conv_211305,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,Hey @AppleSupport is it supposed to do that? https://t.co/wcZkVFdnDe
gold_184,conv_34646,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,My 6 month old IPhone 6 touch screen is unresponsive. @AppleSupport please help!
gold_185,conv_54447,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,fix the fucking letter “I️” please!!!!!
gold_186,conv_295385,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,I received a questionable email yesterday. Can I email it to you for you to check if it's legit?
gold_187,conv_50829,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).; No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,Touchscreen OS 11.3 balky. Sometime have to press or hit the screen several times or even quit 2 get response. Keyboard off 2
gold_188,conv_109011,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,"I guess I can’t tweet a song from my music app anymore, why was that feature even added if it doesn’t work @AppleSupport"
gold_189,conv_92650,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,"Since the last 2 updates my #128GBiPhone7 has #slowed to a crawl (15 seconds) unlocking & opening apps, mail etc. Something, somewhere has changed. And I don’t like it one bit."
gold_190,conv_161315,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,I believe I have an email that is a scam. Where can I send this to be looked at?
gold_191,conv_4909,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,"コレは本当に困る、ゲームも出来なくなったしアップデートしなきゃ良かった´д` ;
@AppleSupport @115858 → 「バッテリーの減りが激しい」という問題に関しても同様）。 https://t.co/bGQly6cE2O"
gold_192,conv_55956,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).; No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,yet another head phone adapter isn’t working @116333
gold_193,conv_228430,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,"Glad I searched 'iPhone freezing' and saw a million other people are having the same issues. @AppleSupport, https://t.co/RACSqIKcDm"
gold_194,conv_40539,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,Hey! How do I permanently enable ‘Explicit’ content for Music? I have to manually enable it everytime. #AppleMusic
gold_195,conv_174119,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,is there anyone around I could talk to re: Apple renew?
gold_196,conv_236829,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).; No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,Hi - my iphone 6 is not connecting to certain networks. It connects properly to some but not others. Other phones working. SOS
gold_197,conv_48041,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,Hey @AppleSupport how does your operating system occupy almost 50% of my phone’s storage? https://t.co/yM3WDFCMD1
gold_198,conv_152837,GENERAL_INQUIRY,AUTO_HANDLE,HUMAN_ESCALATION,False,Intent classification confidence (0.65) below threshold (0.80).,Hey @AppleSupport this seems like a bug in latest iOS. https://t.co/oYEGXNa9WA
gold_199,conv_97584,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,"Erm… What even happened here, @AppleSupport ? https://t.co/SiXJQ8f73Y"
gold_200,conv_181398,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,When do you expect to fix the lock screen bug? This is annoying to have the time and notifications disappearing! 😞
